,CID,mol_id,action,CID_id,mol_id_id,id
1276,3034010,758063,inhibitor,562,1621,0
1277,3034010,1049053,inhibitor,562,1622,0
1278,4908,190818,inhibitor,566,1623,0
1279,2484,2443316,inhibitor,570,1625,0
1280,3899,555594,inhibitor,574,1627,0
1281,74989,555594,inhibitor,586,1627,0
1282,54684141,555594,inhibitor,923,1627,0
1283,44205240,988305,inhibitor,1053,1628,0
1284,11671467,988305,inhibitor,1059,1628,0
1285,3366,7537304,inhibitor,576,1629,0
1286,237,3142700,inhibitor,579,1630,0
1287,237,780122,inhibitor,579,1631,0
1288,74989,2978420,inhibitor,586,1633,0
1289,74989,46362265,inhibitor,586,1634,0
1290,2585,4191346,inhibitor,601,1635,0
1291,2585,179886,inhibitor,601,1638,0
1292,2585,182048,inhibitor,601,1639,0
1293,5342,1764162,inhibitor,603,1640,0
1294,5342,1835659,inhibitor,603,1641,0
1295,5281006,14973165,inhibitor,609,1643,0
1296,55283,755693,inhibitor,618,1644,0
1297,261004,1237038,inhibitor,620,1645,0
1298,50922675,35632,inhibitor,1049,1646,0
1299,445154,190828,inhibitor,775,1647,0
1300,6726,488283,inhibitor,626,1648,0
1301,44093,976396,inhibitor,635,1651,0
1302,84029,24054563,inhibitor,648,1655,0
1303,37393,858754,inhibitor,653,1656,0
1304,6003770,386420,inhibitor,669,1658,0
1305,5328940,10635153,inhibitor,863,1659,0
1306,24826799,10635153,inhibitor,932,1659,0
1307,9809715,10635153,inhibitor,962,1659,0
1308,11671467,10635153,inhibitor,1059,1659,0
1309,11167602,181944,inhibitor,929,1660,0
1310,11671467,181944,inhibitor,1059,1660,0
1311,24826799,36808,inhibitor,932,1661,0
1312,9809715,36808,inhibitor,962,1661,0
1313,11671467,36808,inhibitor,1059,1661,0
1314,3062316,181268,inhibitor,673,1662,0
1315,11671467,181268,inhibitor,1059,1662,0
1316,3062316,6981726,inhibitor,673,1663,0
1317,11671467,178993,inhibitor,1059,1664,0
1318,11671467,338228,inhibitor,1059,1665,0
1319,6918462,13621367,inhibitor,674,1666,0
1320,10184653,553282,inhibitor,937,1667,0
1321,11671467,553282,inhibitor,1059,1667,0
1322,68165256,553282,inhibitor,1062,1667,0
1323,3637,190786,inhibitor,682,1668,0
1324,17134,160260,inhibitor,691,1671,0
1325,5282165,3212176,inhibitor,694,1672,0
1326,33255,1850613,inhibitor,698,1673,0
1327,33255,190192,inhibitor,698,1674,0
1328,6533629,46611,inhibitor,701,1675,0
1329,6087,46611,inhibitor,752,1675,0
1330,165580,1022792,inhibitor,732,1681,0
1331,19910,903982,inhibitor,733,1682,0
1332,6435415,219600,inhibitor,747,1684,0
1333,130313,581568,inhibitor,1013,1685,0
1334,123630,5002312,inhibitor,755,1686,0
1335,123630,16505919,inhibitor,755,1687,0
1336,5311,1277084,inhibitor,771,1690,0
1337,6918638,1277084,inhibitor,814,1690,0
1338,6918837,1277084,inhibitor,861,1690,0
1339,107970,1277084,inhibitor,921,1690,0
1340,5311,2326173,inhibitor,771,1691,0
1341,6918638,2326173,inhibitor,814,1691,0
1342,6918837,2326173,inhibitor,861,1691,0
1343,5311,4754911,inhibitor,771,1692,0
1344,6918638,4754911,inhibitor,814,1692,0
1345,6918837,4754911,inhibitor,861,1692,0
1346,2466,4754911,inhibitor,1077,1692,0
1347,3000226,16505914,inhibitor,774,1694,0
1348,3000226,47025,inhibitor,774,1695,0
1349,445154,1184699,inhibitor,775,1696,0
1350,2993,1184320,inhibitor,778,1697,0
1351,6445540,1297274,inhibitor,794,1700,0
1352,6918638,8118721,inhibitor,814,1703,0
1353,6918837,8118721,inhibitor,861,1703,0
1354,16222096,188569,inhibitor,817,1704,0
1355,5328940,188569,inhibitor,863,1704,0
1356,11707110,188569,inhibitor,935,1704,0
1357,9578005,184105,inhibitor,824,1706,0
1358,132971,181342,inhibitor,827,1707,0
1359,10182969,182841,inhibitor,862,1713,0
1360,10280735,182841,inhibitor,959,1713,0
1361,10275777,182841,inhibitor,1066,1713,0
1362,4413,182841,inhibitor,1067,1713,0
1363,10113978,182569,inhibitor,858,1714,0
1364,24826799,182569,inhibitor,932,1714,0
1365,9823820,182569,inhibitor,961,1714,0
1366,9809715,182569,inhibitor,962,1714,0
1367,11671467,182569,inhibitor,1059,1714,0
1368,10113978,399658,inhibitor,858,1715,0
1369,11671467,399658,inhibitor,1059,1715,0
1370,5328940,306832,inhibitor,863,1716,0
1371,11671467,306832,inhibitor,1059,1716,0
1372,5328940,3551191,inhibitor,863,1717,0
1373,5328940,21707842,inhibitor,863,1718,0
1374,11671467,21707842,inhibitor,1059,1718,0
1375,5282230,3046817,inhibitor,899,1720,0
1376,6597,1088281,inhibitor,909,1722,0
1377,11626560,2454168,inhibitor,920,1725,0
1378,49806720,2454168,inhibitor,1034,1725,0
1379,11671467,2454168,inhibitor,1059,1725,0
1380,68165256,2454168,inhibitor,1062,1725,0
1381,11626560,307196,inhibitor,920,1726,0
1382,11671467,307196,inhibitor,1059,1726,0
1383,68165256,307196,inhibitor,1062,1726,0
1384,11556711,565649,inhibitor,927,1728,0
1385,11167602,31374,inhibitor,929,1729,0
1386,24826799,31374,inhibitor,932,1729,0
1387,9823820,31374,inhibitor,961,1729,0
1388,9809715,31374,inhibitor,962,1729,0
1389,11671467,31374,inhibitor,1059,1729,0
1390,24826799,31372,inhibitor,932,1730,0
1391,9823820,31372,inhibitor,961,1730,0
1392,24826799,307144,inhibitor,932,1731,0
1393,9809715,307144,inhibitor,962,1731,0
1394,11671467,307144,inhibitor,1059,1731,0
1395,24821094,312467,inhibitor,953,1733,0
1396,71226662,312467,inhibitor,1047,1733,0
1397,11671467,312467,inhibitor,1059,1733,0
1398,5330286,456427,inhibitor,958,1736,0
1399,44631912,456427,inhibitor,1050,1736,0
1400,46220502,456427,inhibitor,1058,1736,0
1401,11671467,456427,inhibitor,1059,1736,0
1402,5330286,36623,inhibitor,958,1737,0
1403,44631912,36623,inhibitor,1050,1737,0
1404,46220502,36623,inhibitor,1058,1737,0
1405,5573,1326067,inhibitor,966,1738,0
1406,5573,5880671,inhibitor,966,1739,0
1407,5573,7799988,inhibitor,966,1740,0
1408,5573,1575661,inhibitor,966,1741,0
1409,5573,10334701,inhibitor,966,1742,0
1410,5573,3309531,inhibitor,966,1743,0
1411,5311454,34313,inhibitor,970,1745,0
1412,5311454,1200083,inhibitor,970,1746,0
1413,54679224,558305,inhibitor,997,1748,0
1414,50942,26454702,inhibitor,1000,1749,0
1415,9811834,34758,inhibitor,1009,1750,0
1416,6323266,189701,inhibitor,1016,1753,0
1417,3610,339521,inhibitor,1032,1756,0
1418,969516,4140698,inhibitor,1045,1759,0
1419,26248,726513,inhibitor,1057,1761,0
1420,26248,641962,inhibitor,1057,1762,0
1421,26248,12642642,inhibitor,1057,1763,0
1422,26248,181346,inhibitor,1057,1764,0
1423,26248,220149,inhibitor,1057,1765,0
1424,26248,181360,inhibitor,1057,1766,0
1425,26248,181350,inhibitor,1057,1767,0
1426,11671467,496900,inhibitor,1059,1768,0
1427,11671467,1845345,inhibitor,1059,1769,0
1428,11671467,184473,inhibitor,1059,1770,0
1429,11671467,248406,inhibitor,1059,1771,0
1430,11671467,29715,inhibitor,1059,1772,0
1431,11671467,37504,inhibitor,1059,1773,0
1432,11671467,13702675,inhibitor,1059,1774,0
1433,11671467,35479,inhibitor,1059,1775,0
1434,11671467,431035,inhibitor,1059,1776,0
1435,11671467,339570,inhibitor,1059,1777,0
1436,11671467,8850245,inhibitor,1059,1778,0
1437,11671467,340011,inhibitor,1059,1779,0
1438,11671467,338219,inhibitor,1059,1780,0
1439,11671467,402189,inhibitor,1059,1781,0
1440,11671467,2641948,inhibitor,1059,1782,0
1441,11671467,23491810,inhibitor,1059,1783,0
1442,11671467,16755792,inhibitor,1059,1784,0
1443,11671467,4836793,inhibitor,1059,1785,0
1444,11671467,5326757,inhibitor,1059,1786,0
1445,11671467,29839,inhibitor,1059,1787,0
1446,11671467,632964,inhibitor,1059,1788,0
1447,11671467,632970,inhibitor,1059,1789,0
1448,11671467,30315,inhibitor,1059,1790,0
1449,11671467,598147,inhibitor,1059,1791,0
1450,11671467,177838,inhibitor,1059,1792,0
1451,11671467,2094873,inhibitor,1059,1793,0
1452,11671467,2911156,inhibitor,1059,1794,0
1453,11671467,1381156,inhibitor,1059,1795,0
1454,11671467,551608,inhibitor,1059,1796,0
1455,11671467,3300094,inhibitor,1059,1797,0
1456,11671467,529237,inhibitor,1059,1798,0
1457,11671467,307070,inhibitor,1059,1799,0
1458,11671467,20219010,inhibitor,1059,1800,0
1459,11671467,33591094,inhibitor,1059,1801,0
1460,11671467,468151,inhibitor,1059,1802,0
1461,11671467,603917,inhibitor,1059,1803,0
1462,11671467,598183,inhibitor,1059,1804,0
1463,11671467,505665,inhibitor,1059,1805,0
1464,11671467,479171,inhibitor,1059,1806,0
1465,11671467,36619,inhibitor,1059,1807,0
1466,11671467,15823642,inhibitor,1059,1808,0
1467,11671467,1507822,inhibitor,1059,1809,0
1468,11671467,387022,inhibitor,1059,1810,0
1469,11671467,393017,inhibitor,1059,1811,0
1470,11671467,4115829,inhibitor,1059,1812,0
1471,11671467,4115829,inhibitor,1059,1812,0
1472,11671467,2916802,inhibitor,1059,1813,0
1473,11671467,4520225,inhibitor,1059,1814,0
1474,9863672,4520225,inhibitor,1074,1814,0
1475,11671467,292457,inhibitor,1059,1815,0
1476,11671467,1944185,inhibitor,1059,1816,0
1477,11671467,3834356,inhibitor,1059,1817,0
1478,56649692,42261,inhibitor,1061,1819,0
1479,56649692,151861,inhibitor,1061,1820,0
1480,56649692,208959,inhibitor,1061,1821,0
1481,56649692,15705879,inhibitor,1061,1822,0
1482,68165256,804990,inhibitor,1062,1823,0
1483,4413,521216,inhibitor,1067,1825,0
1484,4413,186653,inhibitor,1067,1826,0
1485,4413,758074,inhibitor,1067,1827,0
1486,9863672,1276901,inhibitor,1074,1828,0
1487,202225,970089,inhibitor,1076,1829,0
1488,7099,339641,other,592,1080,4
1489,72081,667068,other,772,1083,4
1490,2520,36433,other,301,1085,4
1491,5281040,187193,other,188,1088,4
1492,15130,1458126,other,660,1103,4
1493,3958,306883,other,13,1122,4
1494,5391,306883,other,45,1122,4
1495,5556,306883,other,438,1122,4
1496,2995,178200,other,610,1123,4
1497,2520,184039,other,301,1127,4
1498,4595,452073,other,443,1128,4
1499,9294,189258,other,712,1129,4
1500,23897,34451,other,760,1135,4
1501,5282379,36157,other,493,1171,4
1502,60164,35885,other,30,1172,4
1503,115368,510296,other,939,1179,4
1504,5002,177772,other,658,1180,4
1505,4946,219679,other,251,1181,4
1506,4595,219679,other,443,1181,4
1507,4828,219679,other,478,1181,4
1508,5002,219679,other,658,1181,4
1509,4946,189928,other,251,1183,4
1510,4595,189928,other,443,1183,4
1511,5002,177774,other,658,1184,4
1512,53232,31422,other,43,1194,4
1513,53232,1667394,other,43,1195,4
1514,5584,181432,other,341,1218,4
1515,3559,36431,other,210,1219,4
1516,43815,36431,other,332,1219,4
1517,3152,36431,other,404,1219,4
1518,10071196,36431,other,823,1219,4
1519,115368,36431,other,939,1219,4
1520,3559,927342,other,210,1222,4
1521,5002,681914,other,658,1224,4
1522,5002,1162924,other,658,1225,4
1523,28864,178196,other,262,1226,4
1524,5584,178196,other,341,1226,4
1525,28864,178198,other,262,1227,4
1526,5584,178198,other,341,1227,4
1527,28864,178194,other,262,1228,4
1528,60795,178194,other,664,1228,4
1529,13109,31234,other,129,1233,4
1530,259331,2911152,other,634,1235,4
1531,4506,12642270,other,746,1250,4
1532,3385,37479,other,231,1268,4
1533,2474,410209,other,89,1272,4
1534,3715,4204216,other,109,1312,4
1535,5284616,182628,other,425,1316,4
1536,23668193,386764,other,969,1320,4
1537,44257,189937,other,127,1321,4
1538,44257,189212,other,127,1322,4
1539,44257,37127,other,127,1323,4
1540,44257,37955,other,127,1324,4
1541,8280,5565888,other,275,1359,4
1542,3647,537439,other,368,1366,4
1543,3019,537439,other,588,1366,4
1544,3105,1311630,other,174,1372,4
1545,54686904,43010,other,245,1376,4
1546,3034034,2160046,other,186,1381,4
1547,50294,5353887,other,333,1383,4
1548,5071,324265,other,190,1384,4
1549,216416,407807,other,837,1386,4
1550,5311181,339834,other,567,1392,4
1551,564,28620,other,214,1393,4
1552,13342,338695,other,250,1398,4
1553,54686904,535073,other,245,1410,4
1554,54686904,581217,other,245,1411,4
1555,54686904,809690,other,245,1412,4
1556,54686904,42826,other,245,1413,4
1557,13342,37492,other,250,1416,4
1558,13342,6457580,other,250,1417,4
1559,13342,183703,other,250,1418,4
1560,13342,6457582,other,250,1419,4
1561,13342,386839,other,250,1420,4
1562,3749,386839,other,529,1420,4
1563,11333,145821,other,256,1421,4
1564,6323490,32488,other,274,1437,4
1565,6323490,553797,other,274,1438,4
1566,4474,179888,other,279,1446,4
1567,3333,179888,other,525,1446,4
1568,12620,1334868,other,286,1451,4
1569,12620,291520,other,286,1452,4
1570,54454,307113,other,290,1454,4
1571,16850,296655,other,317,1469,4
1572,60871,329670,other,335,1476,4
1573,4034,458542,other,348,1478,4
1574,5564,458542,other,902,1478,4
1575,5281071,337730,other,363,1488,4
1576,5281071,1694828,other,363,1489,4
1577,3647,219942,other,368,1490,4
1578,3019,219942,other,588,1490,4
1579,5351166,439601,other,411,1541,4
1580,4887,339741,other,727,1543,4
1581,5284616,31362,other,425,1548,4
1582,3333,37208,other,525,1569,4
1583,4913,1632819,other,533,1571,4
1584,3366,1632819,other,576,1571,4
1585,150311,28678,other,486,1574,4
1586,157922,31332,other,501,1578,4
1587,4174,151115,other,514,1582,4
1588,3475,181971,other,589,1590,4
1589,2585,181971,other,601,1590,4
1590,11304743,31671,other,940,1594,4
1591,3333,36729,other,525,1597,4
1592,2585,179515,other,601,1636,4
1593,2585,29917,other,601,1637,4
1594,4887,31077,other,727,1678,4
1595,4887,189180,other,727,1679,4
1596,4887,454154,other,727,1680,4
1597,10133,531160,other,892,1683,4
1598,104838,581568,other,748,1685,4
1599,10133,1546084,other,892,1708,4
1600,12035,886284,other,831,1709,4
1601,23668193,455997,other,969,1712,4
1602,11001318,189582,other,1044,1758,4
1603,5311128,903746,agonist,1,1081,1
1604,5311128,183422,agonist,1,1082,1
1605,14257662,667068,agonist,3,1083,1
1606,172198,179122,agonist,1055,1086,1
1607,82153,31680,agonist,9,1089,1
1608,247839,31680,agonist,60,1089,1
1609,443958,31680,agonist,82,1089,1
1610,9878,31680,agonist,107,1089,1
1611,21700,31680,agonist,146,1089,1
1612,5311067,31680,agonist,234,1089,1
1613,444036,31680,agonist,261,1089,1
1614,31378,31680,agonist,313,1089,1
1615,84088,31680,agonist,364,1089,1
1616,15209,31680,agonist,407,1089,1
1617,5311412,31680,agonist,437,1089,1
1618,32798,31680,agonist,516,1089,1
1619,9642,31680,agonist,540,1089,1
1620,6714002,31680,agonist,599,1089,1
1621,5311066,31680,agonist,676,1089,1
1622,5745,31680,agonist,716,1089,1
1623,6918155,31680,agonist,726,1089,1
1624,443936,31680,agonist,893,1089,1
1625,9854489,31680,agonist,933,1089,1
1626,2284,3892594,agonist,10,1090,1
1627,5665,3892594,agonist,561,1090,1
1628,2284,3776098,agonist,10,1091,1
1629,9853654,306489,agonist,11,1092,1
1630,89594,755648,agonist,12,1093,1
1631,10235,755648,agonist,948,1093,1
1632,89594,496607,agonist,12,1094,1
1633,10235,496607,agonist,948,1094,1
1634,89594,32017,agonist,12,1095,1
1635,10235,32017,agonist,948,1095,1
1636,89594,1458110,agonist,12,1096,1
1637,5831,1458110,agonist,153,1096,1
1638,2968,1458110,agonist,666,1096,1
1639,89594,177898,agonist,12,1097,1
1640,10235,177898,agonist,948,1097,1
1641,89594,177926,agonist,12,1098,1
1642,89594,1458118,agonist,12,1099,1
1643,10235,1458118,agonist,948,1099,1
1644,89594,6688136,agonist,12,1100,1
1645,89594,12053839,agonist,12,1101,1
1646,5314,12053839,agonist,24,1101,1
1647,89594,1458124,agonist,12,1102,1
1648,89594,1458126,agonist,12,1103,1
1649,5284627,31631,agonist,71,1106,1
1650,667484,31631,agonist,84,1106,1
1651,702,31631,agonist,439,1106,1
1652,5311454,31631,agonist,970,1106,1
1653,3307,31631,agonist,974,1106,1
1654,969472,386422,agonist,150,1107,1
1655,5732,386422,agonist,160,1107,1
1656,5311454,386422,agonist,970,1107,1
1657,3307,386422,agonist,974,1107,1
1658,969472,386424,agonist,150,1108,1
1659,5732,386424,agonist,160,1108,1
1660,5311454,386424,agonist,970,1108,1
1661,3307,386424,agonist,974,1108,1
1662,5311454,905393,agonist,970,1109,1
1663,969472,182916,agonist,150,1110,1
1664,5311454,182916,agonist,970,1110,1
1665,5311454,1470364,agonist,970,1111,1
1666,5311454,31635,agonist,970,1112,1
1667,5311454,455946,agonist,970,1113,1
1668,5732,182925,agonist,160,1114,1
1669,5311454,182925,agonist,970,1114,1
1670,5311454,2388693,agonist,970,1115,1
1671,5311454,1857126,agonist,970,1116,1
1672,5311454,193783776,agonist,970,1117,1
1673,5732,31637,agonist,160,1118,1
1674,5311454,31637,agonist,970,1118,1
1675,3307,31637,agonist,974,1118,1
1676,5311454,1754749,agonist,970,1119,1
1677,5311454,2197001,agonist,970,1120,1
1678,5311454,7861736,agonist,970,1121,1
1679,969472,306883,agonist,150,1122,1
1680,5735,306883,agonist,636,1122,1
1681,3762,178200,agonist,40,1123,1
1682,439260,178200,agonist,130,1123,1
1683,2583,178200,agonist,218,1123,1
1684,36811,178200,agonist,402,1123,1
1685,7028,178200,agonist,412,1123,1
1686,7028,178200,agonist,412,1123,1
1687,5152,178200,agonist,465,1123,1
1688,4828,178200,agonist,478,1123,1
1689,3410,178200,agonist,494,1123,1
1690,3779,178200,agonist,550,1123,1
1691,1978,178200,agonist,632,1123,1
1692,3343,178200,agonist,687,1123,1
1693,37464,178200,agonist,711,1123,1
1694,3677,178200,agonist,713,1123,1
1695,92974,178200,agonist,848,1123,1
1696,44112,178200,agonist,907,1123,1
1697,33741,452073,agonist,18,1128,1
1698,5288826,452073,agonist,87,1128,1
1699,4095,452073,agonist,112,1128,1
1700,4058,452073,agonist,177,1128,1
1701,5359371,452073,agonist,212,1128,1
1702,5360696,452073,agonist,215,1128,1
1703,41693,452073,agonist,326,1128,1
1704,3955,452073,agonist,400,1128,1
1705,5359272,452073,agonist,413,1128,1
1706,60815,452073,agonist,440,1128,1
1707,3033053,452073,agonist,646,1128,1
1708,15130,452073,agonist,660,1128,1
1709,9838022,452073,agonist,839,1128,1
1710,5573,452073,agonist,966,1128,1
1711,11250029,452073,agonist,999,1128,1
1712,68870,452073,agonist,1007,1128,1
1713,38521,189258,agonist,42,1129,1
1714,54746,338028,agonist,56,1130,1
1715,5095,338028,agonist,68,1130,1
1716,28864,338028,agonist,262,1130,1
1717,5533,338028,agonist,298,1130,1
1718,8223,338028,agonist,319,1130,1
1719,6005,338028,agonist,331,1130,1
1720,31101,338028,agonist,638,1130,1
1721,30668,338028,agonist,811,1130,1
1722,33741,532060,agonist,18,1131,1
1723,5288826,532060,agonist,87,1131,1
1724,2160,532060,agonist,106,1131,1
1725,4205,532060,agonist,132,1131,1
1726,5360696,532060,agonist,215,1131,1
1727,16666,532060,agonist,394,1131,1
1728,3955,532060,agonist,400,1131,1
1729,5311304,532060,agonist,405,1131,1
1730,5359272,532060,agonist,413,1131,1
1731,60815,532060,agonist,440,1131,1
1732,4184,532060,agonist,830,1131,1
1733,11250029,532060,agonist,999,1131,1
1734,2562,532060,agonist,1029,1131,1
1735,33741,27545517,agonist,18,1132,1
1736,5288826,27545517,agonist,87,1132,1
1737,2160,27545517,agonist,106,1132,1
1738,4095,27545517,agonist,112,1132,1
1739,5360696,27545517,agonist,215,1132,1
1740,41693,27545517,agonist,326,1132,1
1741,3955,27545517,agonist,400,1132,1
1742,5359272,27545517,agonist,413,1132,1
1743,60815,27545517,agonist,440,1132,1
1744,5314,32324,agonist,24,1134,1
1745,5910,32324,agonist,564,1134,1
1746,1993,32324,agonist,878,1134,1
1747,5314,34451,agonist,24,1135,1
1748,5831,34451,agonist,153,1135,1
1749,4199,34451,agonist,382,1135,1
1750,5910,34451,agonist,564,1135,1
1751,4168,34451,agonist,661,1135,1
1752,3762,29371,agonist,40,1138,1
1753,439260,29371,agonist,130,1138,1
1754,3105,29371,agonist,174,1138,1
1755,4086,29371,agonist,388,1138,1
1756,36811,29371,agonist,402,1138,1
1757,7028,29371,agonist,412,1138,1
1758,33572,29371,agonist,419,1138,1
1759,5403,29371,agonist,422,1138,1
1760,5152,29371,agonist,465,1138,1
1761,4828,29371,agonist,478,1138,1
1762,3410,29371,agonist,494,1138,1
1763,3779,29371,agonist,550,1138,1
1764,1978,29371,agonist,632,1138,1
1765,3083544,29371,agonist,681,1138,1
1766,3343,29371,agonist,687,1138,1
1767,37464,29371,agonist,711,1138,1
1768,3677,29371,agonist,713,1138,1
1769,688561,29371,agonist,714,1138,1
1770,54766,29371,agonist,724,1138,1
1771,2663,29371,agonist,795,1138,1
1772,6918554,29371,agonist,815,1138,1
1773,92974,29371,agonist,848,1138,1
1774,44112,29371,agonist,907,1138,1
1775,11504295,29371,agonist,963,1138,1
1776,10184665,29371,agonist,964,1138,1
1777,50942,29371,agonist,1000,1138,1
1778,123600,29371,agonist,1071,1138,1
1779,60961,256155,agonist,289,1142,1
1780,3446,256155,agonist,503,1142,1
1781,60961,177892,agonist,289,1143,1
1782,219024,177892,agonist,843,1143,1
1783,5314,177990,agonist,24,1159,1
1784,5831,177990,agonist,153,1159,1
1785,2370,177990,agonist,522,1159,1
1786,5910,177990,agonist,564,1159,1
1787,5281042,177990,agonist,659,1159,1
1788,24434,487738,agonist,1026,1162,1
1789,60164,306887,agonist,30,1167,1
1790,5284513,306887,agonist,181,1167,1
1791,449171,306887,agonist,219,1167,1
1792,5381,306887,agonist,379,1167,1
1793,60164,35883,agonist,30,1168,1
1794,5284513,35883,agonist,181,1168,1
1795,449171,35883,agonist,219,1168,1
1796,5381,35883,agonist,379,1168,1
1797,108143,35883,agonist,809,1168,1
1798,60164,1053069,agonist,30,1169,1
1799,82146,1053069,agonist,96,1169,1
1800,5284513,1053069,agonist,181,1169,1
1801,449171,1053069,agonist,219,1169,1
1802,39042,1053069,agonist,717,1169,1
1803,60164,30448,agonist,30,1170,1
1804,82146,30448,agonist,96,1170,1
1805,5284513,30448,agonist,181,1170,1
1806,449171,30448,agonist,219,1170,1
1807,5381,30448,agonist,379,1170,1
1808,39042,30448,agonist,717,1170,1
1809,60164,36157,agonist,30,1171,1
1810,5284513,36157,agonist,181,1171,1
1811,449171,36157,agonist,219,1171,1
1812,5381,36157,agonist,379,1171,1
1813,108143,36157,agonist,809,1171,1
1814,82146,35885,agonist,96,1172,1
1815,5284513,35885,agonist,181,1172,1
1816,449171,35885,agonist,219,1172,1
1817,39042,35885,agonist,717,1172,1
1818,4195,433201,agonist,31,1174,1
1819,439260,433201,agonist,130,1174,1
1820,3105,433201,agonist,174,1174,1
1821,2803,433201,agonist,253,1174,1
1822,5906,433201,agonist,272,1174,1
1823,8223,433201,agonist,319,1174,1
1824,6082,433201,agonist,338,1174,1
1825,36811,433201,agonist,402,1174,1
1826,7028,433201,agonist,412,1174,1
1827,4636,433201,agonist,464,1174,1
1828,2216,433201,agonist,480,1174,1
1829,31101,433201,agonist,638,1174,1
1830,443884,433201,agonist,672,1174,1
1831,3677,433201,agonist,713,1174,1
1832,30668,433201,agonist,811,1174,1
1833,92974,433201,agonist,848,1174,1
1834,5709,433201,agonist,868,1174,1
1835,22297,433201,agonist,876,1174,1
1836,4436,433201,agonist,880,1174,1
1837,5419,433201,agonist,888,1174,1
1838,2225,433201,agonist,985,1174,1
1839,5282430,433201,agonist,1036,1174,1
1840,4195,177807,agonist,31,1175,1
1841,439260,177807,agonist,130,1175,1
1842,2803,177807,agonist,253,1175,1
1843,8223,177807,agonist,319,1175,1
1844,36811,177807,agonist,402,1175,1
1845,4636,177807,agonist,464,1175,1
1846,31101,177807,agonist,638,1175,1
1847,3677,177807,agonist,713,1175,1
1848,92974,177807,agonist,848,1175,1
1849,5709,177807,agonist,868,1175,1
1850,2225,177807,agonist,985,1175,1
1851,5282430,177807,agonist,1036,1175,1
1852,115237,510296,agonist,679,1179,1
1853,774,510296,agonist,825,1179,1
1854,2366,510296,agonist,871,1179,1
1855,77993,177772,agonist,36,1180,1
1856,54746,177772,agonist,56,1180,1
1857,5095,177772,agonist,68,1180,1
1858,60857,177772,agonist,101,1180,1
1859,10531,177772,agonist,105,1180,1
1860,28864,177772,agonist,262,1180,1
1861,5358,177772,agonist,303,1180,1
1862,8223,177772,agonist,319,1180,1
1863,6005,177772,agonist,331,1180,1
1864,123606,177772,agonist,453,1180,1
1865,4440,177772,agonist,474,1180,1
1866,5078,177772,agonist,475,1180,1
1867,77992,177772,agonist,505,1180,1
1868,31101,177772,agonist,638,1180,1
1869,30668,177772,agonist,811,1180,1
1870,77993,219679,agonist,36,1181,1
1871,54746,219679,agonist,56,1181,1
1872,5095,219679,agonist,68,1181,1
1873,60857,219679,agonist,101,1181,1
1874,10531,219679,agonist,105,1181,1
1875,28864,219679,agonist,262,1181,1
1876,5358,219679,agonist,303,1181,1
1877,8223,219679,agonist,319,1181,1
1878,6005,219679,agonist,331,1181,1
1879,123606,219679,agonist,453,1181,1
1880,4440,219679,agonist,474,1181,1
1881,5078,219679,agonist,475,1181,1
1882,77992,219679,agonist,505,1181,1
1883,31101,219679,agonist,638,1181,1
1884,77993,307420,agonist,36,1182,1
1885,60857,307420,agonist,101,1182,1
1886,5358,307420,agonist,303,1182,1
1887,8223,307420,agonist,319,1182,1
1888,4440,307420,agonist,474,1182,1
1889,5078,307420,agonist,475,1182,1
1890,77993,189928,agonist,36,1183,1
1891,60854,189928,agonist,55,1183,1
1892,54746,189928,agonist,56,1183,1
1893,5095,189928,agonist,68,1183,1
1894,60857,189928,agonist,101,1183,1
1895,2477,189928,agonist,199,1183,1
1896,28864,189928,agonist,262,1183,1
1897,5533,189928,agonist,298,1183,1
1898,5358,189928,agonist,303,1183,1
1899,8223,189928,agonist,319,1183,1
1900,6005,189928,agonist,331,1183,1
1901,4440,189928,agonist,474,1183,1
1902,31101,189928,agonist,638,1183,1
1903,60795,189928,agonist,664,1183,1
1904,6918248,189928,agonist,807,1183,1
1905,30668,189928,agonist,811,1183,1
1906,59227,189928,agonist,821,1183,1
1907,11154555,189928,agonist,829,1183,1
1908,11154555,189928,agonist,829,1183,1
1909,6918314,189928,agonist,867,1183,1
1910,115368,189928,agonist,939,1183,1
1911,644019,189928,agonist,954,1183,1
1912,11978813,189928,agonist,973,1183,1
1913,11978813,189928,agonist,973,1183,1
1914,77993,177774,agonist,36,1184,1
1915,77993,475198,agonist,36,1185,1
1916,54746,475198,agonist,56,1185,1
1917,5095,475198,agonist,68,1185,1
1918,10531,475198,agonist,105,1185,1
1919,6005,475198,agonist,331,1185,1
1920,31101,475198,agonist,638,1185,1
1921,77993,1857143,agonist,36,1186,1
1922,30668,1857143,agonist,811,1186,1
1923,5353853,3511138,agonist,50,1204,1
1924,176870,3511138,agonist,223,1204,1
1925,5991,3511138,agonist,488,1204,1
1926,3339,3511138,agonist,535,1204,1
1927,5381226,3511138,agonist,538,1204,1
1928,3198,3511138,agonist,596,1204,1
1929,6436173,3511138,agonist,655,1204,1
1930,39042,3511138,agonist,717,1204,1
1931,6451164,3511138,agonist,919,1204,1
1932,64929,3511138,agonist,1079,1204,1
1933,4075,1711117,agonist,53,1215,1
1934,77999,1711117,agonist,154,1215,1
1935,5311309,1711117,agonist,344,1215,1
1936,5359476,1711117,agonist,377,1215,1
1937,65981,1711117,agonist,449,1215,1
1938,65999,1711117,agonist,481,1215,1
